,Age,StrService,HoursPerDay,WhileWorking,Instrumentalist,Composer,FavGenre,Exploratory,ForeignLanguages,FrequencyClassical,FrequencyCountry,FrequencyEDM,FrequencyFolk,FrequencyGospel,FrequencyHipHop,FrequencyJazz,FrequencyKpop,FrequencyLatin,FrequencyLofi,FrequencyMetal,FrequencyPop,FrequencyR&B,FrequencyRap,FrequencyRock,FrequencyVideoGameMusic,Anxiety,Depression,Insomnia,OCD,MusicEffects,BPM
456,15,YouTube Music,2.0,Нет,Да,Нет,Rap,Да,Да,Очень часто,Иногда,Никогда,Очень часто,Иногда,Очень часто,Иногда,Иногда,Никогда,Очень часто,Иногда,Редко,Очень часто,Очень часто,Иногда,Очень часто,4,0,6,5,Нет эффекта,105.0
457,18,Apple Music,2.0,Да,Да,Нет,Rap,Да,Да,Очень часто,Никогда,Иногда,Никогда,Никогда,Очень часто,Иногда,Редко,Очень часто,Иногда,Редко,Иногда,Иногда,Очень часто,Редко,Иногда,3,2,0,2,Улучшение,170.0
458,21,Apple Music,1.0,Нет,Нет,Нет,Rap,Нет,Нет,Редко,Редко,Никогда,Никогда,Никогда,Иногда,Редко,Никогда,Никогда,Редко,Редко,Иногда,Иногда,Иногда,Редко,Никогда,4,3,4,5,Улучшение,160.0
459,19,YouTube Music,3.0,Нет,Да,Нет,Rap,Да,Да,Редко,Никогда,Иногда,Никогда,Никогда,Иногда,Редко,Никогда,Никогда,Редко,Никогда,Иногда,Редко,Очень часто,Иногда,Иногда,3,3,0,0,Улучшение,73.0
460,13,Spotify,6.0,Да,Нет,Нет,Rap,Да,Нет,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Никогда,Редко,Никогда,Редко,Никогда,Редко,Никогда,Очень часто,Никогда,Никогда,4,0,0,2,Ухудшение,112.0
461,27,Другое,4.0,Да,Нет,Нет,Rap,Да,Нет,Редко,Никогда,Никогда,Никогда,Никогда,Иногда,Редко,Иногда,Никогда,Иногда,Никогда,Редко,Никогда,Очень часто,Редко,Редко,7,6,6,5,Улучшение,135.0
462,18,Spotify,2.0,Нет,Нет,Нет,Rap,Да,Да,Редко,Никогда,Никогда,Никогда,Никогда,Очень часто,Редко,Никогда,Никогда,Никогда,Редко,Иногда,Редко,Очень часто,Редко,Очень часто,6,3,4,2,Улучшение,136.0
463,17,Другое,6.0,Да,Нет,Да,Rap,Да,Нет,Редко,Никогда,Редко,Никогда,Иногда,Очень часто,Иногда,Никогда,Никогда,Иногда,Никогда,Иногда,Иногда,Очень часто,Редко,Никогда,3,3,0,0,Улучшение,140.0
464,18,Apple Music,1.0,Нет,Да,Нет,Rap,Да,Да,Редко,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Никогда,Редко,Иногда,Никогда,Иногда,Никогда,Очень часто,Никогда,Иногда,2,0,3,0,Улучшение,116.0
465,20,Spotify,2.0,Да,Да,Да,Rap,Да,Да,Иногда,Никогда,Редко,Никогда,Никогда,Иногда,Иногда,Никогда,Никогда,Редко,Никогда,Иногда,Иногда,Очень часто,Иногда,Иногда,7,5,1,3,Улучшение,128.0
466,19,Spotify,3.0,Да,Нет,Нет,Rap,Нет,Да,Никогда,Никогда,Редко,Редко,Никогда,Иногда,Никогда,Редко,Никогда,Очень часто,Иногда,Очень часто,Иногда,Очень часто,Иногда,Иногда,7,5,3,3,Улучшение,115.0
467,21,Spotify,3.0,Нет,Нет,Нет,Rap,Да,Да,Иногда,Никогда,Никогда,Редко,Никогда,Очень часто,Никогда,Никогда,Никогда,Иногда,Редко,Иногда,Иногда,Очень часто,Редко,Иногда,9,7,7,5,Улучшение,145.0
468,18,Spotify,2.0,Да,Нет,Нет,Rap,Да,Да,Редко,Никогда,Редко,Никогда,Никогда,Иногда,Редко,Редко,Никогда,Иногда,Никогда,Иногда,Редко,Очень часто,Никогда,Редко,5,8,7,4,Улучшение,128.0
469,19,Другое,6.0,Да,Нет,Да,Rap,Да,Нет,Редко,Иногда,Иногда,Редко,Редко,Очень часто,Редко,Редко,Редко,Иногда,Редко,Иногда,Иногда,Иногда,Редко,Редко,2,2,2,2,Улучшение,120.0
470,19,Spotify,6.0,Да,Нет,Нет,Rock,Нет,Нет,Никогда,Очень часто,Никогда,Иногда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Никогда,Никогда,Никогда,Очень часто,Никогда,2,0,0,0,Улучшение,94.0
471,16,Другое,3.0,Да,Да,Да,Rock,Да,Да,Редко,Редко,Никогда,Редко,Иногда,Иногда,Иногда,Никогда,Редко,Никогда,Иногда,Никогда,Иногда,Редко,Очень часто,Иногда,10,6,8,10,Улучшение,84.0
472,14,Spotify,12.0,Да,Да,Да,Rock,Да,Да,Иногда,Иногда,Редко,Редко,Редко,Очень часто,Иногда,Никогда,Никогда,Очень часто,Никогда,Очень часто,Очень часто,Очень часто,Очень часто,Иногда,8,6,10,5,Улучшение,136.0
473,20,Apple Music,5.0,Да,Да,Нет,Rock,Да,Да,Никогда,Редко,Редко,Очень часто,Никогда,Очень часто,Иногда,Никогда,Иногда,Иногда,Очень часто,Иногда,Иногда,Иногда,Очень часто,Редко,7,7,2,0,Улучшение,124.0
474,17,Spotify,4.0,Нет,Нет,Нет,Rock,Да,Да,Редко,Редко,Редко,Очень часто,Никогда,Иногда,Редко,Редко,Никогда,Редко,Редко,Очень часто,Редко,Иногда,Очень часто,Редко,5,6,6,1,Улучшение,142.0
475,26,Другое,0.5,Нет,Нет,Нет,Rock,Нет,Да,Редко,Никогда,Редко,Иногда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Очень часто,Никогда,9,8,1,0,Нет эффекта,140.0
476,18,Spotify,5.0,Да,Да,Нет,Rock,Да,Нет,Очень часто,Никогда,Никогда,Иногда,Никогда,Иногда,Иногда,Редко,Никогда,Иногда,Очень часто,Иногда,Редко,Иногда,Очень часто,Иногда,7,6,5,0,Улучшение,130.0
477,24,Spotify,3.0,Да,Нет,Нет,Rock,Да,Да,Редко,Никогда,Редко,Иногда,Никогда,Никогда,Никогда,Редко,Никогда,Очень часто,Редко,Иногда,Никогда,Никогда,Очень часто,Иногда,9,6,4,3,Улучшение,115.0
478,22,Spotify,4.0,Да,Нет,Да,Rock,Да,Да,Редко,Никогда,Редко,Иногда,Никогда,Редко,Редко,Никогда,Никогда,Редко,Иногда,Очень часто,Иногда,Редко,Очень часто,Редко,8,7,4,3,Улучшение,126.0
479,18,Spotify,6.0,Да,Нет,Нет,Rock,Да,Нет,Редко,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Редко,Никогда,Иногда,Очень часто,Никогда,8,6,2,10,Нет эффекта,91.0
480,22,Pandora,1.0,Нет,Да,Нет,Rock,Да,Нет,Редко,Никогда,Иногда,Редко,Никогда,Никогда,Очень часто,Никогда,Никогда,Никогда,Никогда,Иногда,Редко,Никогда,Очень часто,Редко,8,7,0,5,Улучшение,108.0
481,15,Другое,2.0,Да,Да,Нет,Rock,Нет,Нет,Никогда,Никогда,Редко,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Иногда,Иногда,Никогда,Никогда,Очень часто,Иногда,3,2,6,7,Улучшение,156.0
482,32,Spotify,5.0,Да,Нет,Нет,Rock,Нет,Да,Иногда,Никогда,Редко,Иногда,Никогда,Иногда,Редко,Редко,Никогда,Никогда,Очень часто,Очень часто,Очень часто,Редко,Очень часто,Никогда,10,10,3,1,Ухудшение,91.0
483,24,Spotify,3.0,Нет,Нет,Нет,Rock,Да,Да,Иногда,Иногда,Никогда,Редко,Никогда,Никогда,Редко,Никогда,Редко,Никогда,Очень часто,Очень часто,Никогда,Никогда,Очень часто,Никогда,0,0,8,0,Нет эффекта,130.0
484,36,Не пользуюсь,2.0,Да,Да,Да,Rock,Да,Нет,Иногда,Редко,Очень часто,Иногда,Редко,Редко,Очень часто,Никогда,Никогда,Никогда,Очень часто,Иногда,Редко,Редко,Очень часто,Иногда,7,3,1,1,Улучшение,127.0
485,19,YouTube Music,3.0,Да,Нет,Нет,Rock,Да,Нет,Редко,Иногда,Иногда,Редко,Никогда,Иногда,Редко,Никогда,Иногда,Иногда,Иногда,Иногда,Очень часто,Очень часто,Очень часто,Редко,8,7,4,0,Улучшение,160.0
486,31,Spotify,2.0,Да,Нет,Нет,Rock,Да,Да,Никогда,Иногда,Никогда,Редко,Иногда,Никогда,Иногда,Редко,Никогда,Никогда,Иногда,Очень часто,Никогда,Никогда,Очень часто,Никогда,10,2,0,5,Нет эффекта,124.0
487,16,Spotify,4.0,Да,Нет,Нет,Rock,Нет,Да,Иногда,Редко,Редко,Иногда,Никогда,Редко,Редко,Редко,Редко,Иногда,Иногда,Очень часто,Редко,Редко,Очень часто,Очень часто,9,8,1,2,Улучшение,124.0
488,19,Spotify,5.0,Нет,Да,Да,Rock,Да,Да,Редко,Никогда,Никогда,Редко,Никогда,Иногда,Очень часто,Никогда,Очень часто,Редко,Иногда,Редко,Иногда,Редко,Очень часто,Редко,10,8,7,0,Улучшение,90.0
489,16,Spotify,2.5,Да,Да,Да,Rock,Да,Да,Редко,Иногда,Никогда,Очень часто,Никогда,Редко,Иногда,Никогда,Иногда,Иногда,Редко,Очень часто,Редко,Никогда,Очень часто,Редко,2,1,0,0,Улучшение,103.0
490,37,Spotify,1.0,Да,Нет,Нет,Rock,Нет,Нет,Редко,Редко,Редко,Редко,Никогда,Редко,Редко,Редко,Никогда,Редко,Редко,Иногда,Редко,Редко,Очень часто,Никогда,9,10,6,10,Нет эффекта,115.0
491,36,YouTube Music,1.0,Да,Нет,Нет,Rock,Да,Нет,Иногда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Иногда,Редко,Редко,Очень часто,Никогда,6,2,3,1,Улучшение,110.0
